0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
716,"1,748","1,685","1,731","1,735",97,266,29,40,1,0,"81,865","78,590","69,945","62,951","3,947",,,,,,,,10%,2%,,Consultant,2,1,0,5,Bachelor,4,,,,,,,,128%,65%,122%,97%,1,3,1,2,Career Progression,0,1,1,0,0,1,"Sie übertreffen unsere Erwartungen regelmäßig und liefern konstant herausragende Ergebnisse. Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Es gibt nichts, was ich hier anmerken könnte. Bitte behalten Sie diesen außergewöhnlichen Einsatz bei – Sie sind ein Vorbild für das gesamte Team! Zusatzkommentar: Exzellent!","Er/Sie übertrifft regelmäßig die Erwartungen und liefert konstant herausragende Ergebnisse. Seine/Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Er/Sie ist ein Vorbild für das gesamte Team und sollte diesen Einsatz unbedingt beibehalten. Kommentar: Gute Ansätze sichtbar. Weiteres: Hat Defizite in der Kommunikation.",Jena,,37,3,"93,326","74,497","79,409","89,233","87,448",11,,
717,"1,810","1,255","1,336","1,576",82,297,0,30,0,0,"159,786","143,807","126,550","107,568","1,581",,,,,,,,10%,1%,,Solution Advisor,14,4,3,20,Doktor,5,,,,,,,,126%,174%,121%,54%,2,2,1,1,Cultural Fit,0,0,0,1,0,0,"Sie leisten solide Arbeit und tragen wesentlich zum Erfolg des Teams bei. Ihre Stärken in der Konfiguration von SAP-Modulen und Ihrer Fähigkeit, sich schnell in technische Herausforderungen einzuarbeiten, sind besonders hervorzuheben. Ein leichtes Ausbaupotenzial sehe ich in der Vertiefung Ihrer Kenntnisse im Bereich ABAP-Entwicklung sowie in Ihrer Kommunikationsfähigkeit bei komplexen Projekten. Insgesamt bin ich mit Ihrer Leistung sehr zufrieden. Weiter so! Zusatzkommentar: Noch viel Luft nach oben.","Seine/Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle ihm/ihr die Motivation und das Verständnis für die Aufgaben. Er/Sie sollte dringend an seiner/ihrer Einstellung und den Fähigkeiten arbeiten, um die Teamleistung nicht negativ zu beeinflussen. Kommentar: Sollte dringend an sich arbeiten. Weiteres: Hat Defizite in der Kommunikation.",Bielefeld,,40,1,"151,797","159,786","161,384","135,818","145,325",14,,
718,"1,852","1,376","1,850","1,851",69,359,0,33,1,0,"190,670","179,230","175,645","152,812",162,,,,,,,,10%,-1%,,Project Lead,15,4,1,18,Master,1,,,,,,,,20%,1%,98%,102%,3,2,3,1,Cultural Fit,0,0,0,0,1,0,"Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine Highlights, die herausstechen. Ich ermutige Sie, sich in Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen stärker einzubringen. Eine verbesserte Fähigkeit, Kundenanforderungen proaktiv zu erkennen und überzeugend zu präsentieren, könnte Ihr Profil zusätzlich schärfen. Zusatzkommentar: Noch viel Luft nach oben.","Seine/Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine außergewöhnlichen Highlights. In Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen gibt es noch Potenzial zur Weiterentwicklung. Kommentar: Wird von allen geschätzt. Weiteres: Hat Defizite in der Kommunikation.",Hamburg,,38,1,"152,536","183,043","228,804","232,618","237,270",13,,
719,"1,767","1,852","1,824","1,781",84,315,12,27,0,0,"78,295","68,900","63,388","56,415","2,431",,,,,,,,10%,-1%,,Consultant,5,5,3,10,Mittlere Reife,5,,,,,,,,51%,71%,131%,109%,4,2,3,1,Relationship to team/manager,0,0,0,0,0,0,"Sie leisten solide Arbeit und tragen wesentlich zum Erfolg des Teams bei. Ihre Stärken in der Konfiguration von SAP-Modulen und Ihrer Fähigkeit, sich schnell in technische Herausforderungen einzuarbeiten, sind besonders hervorzuheben. Ein leichtes Ausbaupotenzial sehe ich in der Vertiefung Ihrer Kenntnisse im Bereich ABAP-Entwicklung sowie in Ihrer Kommunikationsfähigkeit bei komplexen Projekten. Insgesamt bin ich mit Ihrer Leistung sehr zufrieden. Weiter so! Zusatzkommentar: Gute Ansätze!","Seine/Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle ihm/ihr die Motivation und das Verständnis für die Aufgaben. Er/Sie sollte dringend an seiner/ihrer Einstellung und den Fähigkeiten arbeiten, um die Teamleistung nicht negativ zu beeinflussen. Kommentar: Sollte dringend an sich arbeiten. Weiteres: Kann Verantwortung übernehmen.",Hamburg,,43,1,"75,946","75,946","87,690","68,117","69,479",13,,
720,"1,725","1,606","1,689","1,700",84,362,38,34,1,0,"115,809","98,438","83,672","76,978",748,,,,,,,,20%,-4%,,Team Lead,6,4,10,10,Hauptschulabschluss,1,,,,,,,,100%,68%,111%,107%,3,2,3,3,Relationship to team/manager,0,1,0,0,0,0,"Sie leisten solide Arbeit und tragen wesentlich zum Erfolg des Teams bei. Ihre Stärken in der Konfiguration von SAP-Modulen und Ihrer Fähigkeit, sich schnell in technische Herausforderungen einzuarbeiten, sind besonders hervorzuheben. Ein leichtes Ausbaupotenzial sehe ich in der Vertiefung Ihrer Kenntnisse im Bereich ABAP-Entwicklung sowie in Ihrer Kommunikationsfähigkeit bei komplexen Projekten. Insgesamt bin ich mit Ihrer Leistung sehr zufrieden. Weiter so! Zusatzkommentar: Bitte dringend anpassen.","Seine/Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle ihm/ihr die Motivation und das Verständnis für die Aufgaben. Er/Sie sollte dringend an seiner/ihrer Einstellung und den Fähigkeiten arbeiten, um die Teamleistung nicht negativ zu beeinflussen. Kommentar: Gute Ansätze sichtbar. Weiteres: Fehlt es an Eigeninitiative.",Göttingen,,48,1,"138,971","110,018","115,809","113,493","98,739",10,,
721,"1,794","1,510","1,690","1,751",98,250,51,38,1,0,"69,084","60,103","51,087","45,468","7,221",,,,,,,,20%,1%,,Project Lead,1,4,7,2,Bachelor,1,,,,,,,,71%,103%,90%,103%,4,3,3,3,Cultural Fit,0,0,1,0,0,0,"Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle Ihnen die Motivation und das Verständnis für die Aufgaben. Ich rate Ihnen dringend, an Ihrer Einstellung und Ihren Fähigkeiten zu arbeiten, um Ihren Beitrag zum Team zu verbessern. Andernfalls könnten Konsequenzen folgen. Zusatzkommentar: Noch viel Luft nach oben.","Seine/Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine außergewöhnlichen Highlights. In Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen gibt es noch Potenzial zur Weiterentwicklung. Kommentar: Sollte dringend an sich arbeiten. Weiteres: Zeigt gute Präsenz in Meetings.",Offenbach,,48,1,"69,775","75,301","76,683","59,412","77,830",12,,
722,"1,845","2,038","1,864","1,850",107,381,46,33,1,0,"89,154","88,263","87,380","86,506","3,913",,,,,,,,20%,-3%,,Consultant,8,8,6,18,Mittlere Reife,3,,,,,,,,96%,127%,116%,112%,3,2,2,3,Personal Reason,0,0,1,0,0,0,"Sie übertreffen unsere Erwartungen regelmäßig und liefern konstant herausragende Ergebnisse. Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Es gibt nichts, was ich hier anmerken könnte. Bitte behalten Sie diesen außergewöhnlichen Einsatz bei – Sie sind ein Vorbild für das gesamte Team! Zusatzkommentar: Gute Ansätze!","Seine/Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine außergewöhnlichen Highlights. In Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen gibt es noch Potenzial zur Weiterentwicklung. Kommentar: Gute Ansätze sichtbar. Weiteres: Fehlt es an Eigeninitiative.",Offenbach,,50,2,"81,131","85,588","111,443","86,480","111,559",14,,
723,887,"1,681",909,"1,020",77,312,29,29,1,0,"74,401","65,473","58,925","51,265","4,555",,,,,,,,20%,-2%,,Consultant,4,6,3,15,Abitur,4,,,,,,,,134%,132%,90%,94%,1,1,2,2,Salary/Benfit,0,0,0,0,0,0,"Sie leisten solide Arbeit und tragen wesentlich zum Erfolg des Teams bei. Ihre Stärken in der Konfiguration von SAP-Modulen und Ihrer Fähigkeit, sich schnell in technische Herausforderungen einzuarbeiten, sind besonders hervorzuheben. Ein leichtes Ausbaupotenzial sehe ich in der Vertiefung Ihrer Kenntnisse im Bereich ABAP-Entwicklung sowie in Ihrer Kommunikationsfähigkeit bei komplexen Projekten. Insgesamt bin ich mit Ihrer Leistung sehr zufrieden. Weiter so! Zusatzkommentar: Bleiben Sie dran!",Er/Sie leistet solide Arbeit und trägt wesentlich zum Erfolg des Teams bei. Besonders hervorzuheben sind seine/ihre Stärken in der Konfiguration von SAP-Modulen und sein/ihr schnelles Verständnis für technische Herausforderungen. Ein leichtes Ausbaupotenzial besteht in der Kommunikation bei komplexen Projekten. Kommentar: Ein Teamplayer. Weiteres: Kann Verantwortung übernehmen.,Bautzen,,54,0,"84,817","76,633","91,513","78,121","55,466",14,,
724,878,"1,110","1,011","1,055",88,338,10,30,1,0,"80,265","76,252","68,627","64,509","1,332",,,,,,,,20%,4%,,Consultant,0,3,2,0,Doktor,2,,,,,,,,100%,59%,113%,89%,4,2,2,1,Personal Reason,0,1,0,0,0,0,"Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle Ihnen die Motivation und das Verständnis für die Aufgaben. Ich rate Ihnen dringend, an Ihrer Einstellung und Ihren Fähigkeiten zu arbeiten, um Ihren Beitrag zum Team zu verbessern. Andernfalls könnten Konsequenzen folgen. Zusatzkommentar: Exzellent!",Er/Sie leistet solide Arbeit und trägt wesentlich zum Erfolg des Teams bei. Besonders hervorzuheben sind seine/ihre Stärken in der Konfiguration von SAP-Modulen und sein/ihr schnelles Verständnis für technische Herausforderungen. Ein leichtes Ausbaupotenzial besteht in der Kommunikation bei komplexen Projekten. Kommentar: Sollte dringend an sich arbeiten. Weiteres: Kann Verantwortung übernehmen.,Jena,,39,1,"87,489","84,278","90,699","95,515","85,964",9,,
725,"1,881",726,975,978,91,286,9,31,2,1,"75,129","72,124","61,305","57,627","7,206",,,,,,,,30%,-3%,,Solution Advisor,10,2,3,11,Mittlere Reife,5,,,,,,,,58%,69%,151%,44%,4,3,2,2,Relationship to team/manager,1,0,1,0,0,1,"Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle Ihnen die Motivation und das Verständnis für die Aufgaben. Ich rate Ihnen dringend, an Ihrer Einstellung und Ihren Fähigkeiten zu arbeiten, um Ihren Beitrag zum Team zu verbessern. Andernfalls könnten Konsequenzen folgen. Zusatzkommentar: Exzellent!","Seine/Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine außergewöhnlichen Highlights. In Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen gibt es noch Potenzial zur Weiterentwicklung. Kommentar: Gute Ansätze sichtbar. Weiteres: Fehlt es an Eigeninitiative.",Jena,,51,2,"89,403","75,880","72,124","66,865","50,148",19,,
726,932,"1,757","1,406","1,499",88,329,19,29,1,0,"71,494","64,344","64,344","64,344","5,720",,,,,,,,30%,1%,,Team Lead,1,4,7,2,Abitur,6,,,,,,,,105%,91%,37%,31%,1,1,2,2,Salary/Benfit,0,0,0,0,0,0,"Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle Ihnen die Motivation und das Verständnis für die Aufgaben. Ich rate Ihnen dringend, an Ihrer Einstellung und Ihren Fähigkeiten zu arbeiten, um Ihren Beitrag zum Team zu verbessern. Andernfalls könnten Konsequenzen folgen. Zusatzkommentar: Bitte dringend anpassen.",Er/Sie leistet solide Arbeit und trägt wesentlich zum Erfolg des Teams bei. Besonders hervorzuheben sind seine/ihre Stärken in der Konfiguration von SAP-Modulen und sein/ihr schnelles Verständnis für technische Herausforderungen. Ein leichtes Ausbaupotenzial besteht in der Kommunikation bei komplexen Projekten. Kommentar: Sollte dringend an sich arbeiten. Weiteres: Zeigt gute Präsenz in Meetings.,Bautzen,,37,0,"72,924","64,344","71,494","71,494","71,494",12,,
727,"1,888","1,817","1,876","1,888",93,453,8,24,1,0,"140,115","121,900","120,681","102,579","5,652",,,,,,,,20%,-1%,,Solution Architect,5,4,1,15,Bachelor,3,,,,,,,,72%,97%,121%,94%,2,3,1,2,Career Progression,0,0,0,0,0,0,"Sie übertreffen unsere Erwartungen regelmäßig und liefern konstant herausragende Ergebnisse. Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Es gibt nichts, was ich hier anmerken könnte. Bitte behalten Sie diesen außergewöhnlichen Einsatz bei – Sie sind ein Vorbild für das gesamte Team! Zusatzkommentar: Bleiben Sie dran!",Er/Sie leistet solide Arbeit und trägt wesentlich zum Erfolg des Teams bei. Besonders hervorzuheben sind seine/ihre Stärken in der Konfiguration von SAP-Modulen und sein/ihr schnelles Verständnis für technische Herausforderungen. Ein leichtes Ausbaupotenzial besteht in der Kommunikation bei komplexen Projekten. Kommentar: Es gibt noch viel zu tun. Weiteres: Kann Verantwortung übernehmen.,Jena,,45,1,"130,307","131,708","140,115","121,900","164,565",13,,
728,"1,855","1,644","1,742","1,776",69,400,22,33,0,0,"112,722","109,340","96,219","88,522","6,079",,,,,,,,10%,-2%,,Consultant,8,4,2,14,Bachelor,4,,,,,,,,28%,53%,75%,142%,3,2,2,2,Career Progression,1,0,0,0,0,0,"Sie leisten solide Arbeit und tragen wesentlich zum Erfolg des Teams bei. Ihre Stärken in der Konfiguration von SAP-Modulen und Ihrer Fähigkeit, sich schnell in technische Herausforderungen einzuarbeiten, sind besonders hervorzuheben. Ein leichtes Ausbaupotenzial sehe ich in der Vertiefung Ihrer Kenntnisse im Bereich ABAP-Entwicklung sowie in Ihrer Kommunikationsfähigkeit bei komplexen Projekten. Insgesamt bin ich mit Ihrer Leistung sehr zufrieden. Weiter so! Zusatzkommentar: Noch viel Luft nach oben.",Er/Sie leistet solide Arbeit und trägt wesentlich zum Erfolg des Teams bei. Besonders hervorzuheben sind seine/ihre Stärken in der Konfiguration von SAP-Modulen und sein/ihr schnelles Verständnis für technische Herausforderungen. Ein leichtes Ausbaupotenzial besteht in der Kommunikation bei komplexen Projekten. Kommentar: Gute Ansätze sichtbar. Weiteres: Zeigt gute Präsenz in Meetings.,Bielefeld,,39,1,"122,867","104,831","111,595","95,813","124,557",15,,
729,"1,744","1,040","1,190","1,417",88,307,29,28,0,0,"92,299","81,223","81,223","74,725","3,477",,,,,,,,10%,-1%,,Solution Architect,8,6,4,9,Doktor,3,,,,,,,,104%,86%,63%,82%,3,2,3,2,Cultural Fit,1,0,0,0,0,0,"Sie übertreffen unsere Erwartungen regelmäßig und liefern konstant herausragende Ergebnisse. Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Es gibt nichts, was ich hier anmerken könnte. Bitte behalten Sie diesen außergewöhnlichen Einsatz bei – Sie sind ein Vorbild für das gesamte Team! Zusatzkommentar: Noch viel Luft nach oben.","Seine/Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle ihm/ihr die Motivation und das Verständnis für die Aufgaben. Er/Sie sollte dringend an seiner/ihrer Einstellung und den Fähigkeiten arbeiten, um die Teamleistung nicht negativ zu beeinflussen. Kommentar: Wird von allen geschätzt. Weiteres: Zeigt gute Präsenz in Meetings.",Bautzen,,57,2,"97,837","95,991","112,605","114,451","153,364",6,,
730,"1,748","2,148","2,148","2,069",84,324,9,30,0,0,"122,465","122,465","118,791","103,348","2,664",,,,,,,,10%,0%,,Solution Advisor,16,3,4,17,Bachelor,5,,,,,,,,72%,53%,137%,51%,4,3,3,1,Career Progression,0,1,1,0,0,0,"Sie übertreffen unsere Erwartungen regelmäßig und liefern konstant herausragende Ergebnisse. Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Es gibt nichts, was ich hier anmerken könnte. Bitte behalten Sie diesen außergewöhnlichen Einsatz bei – Sie sind ein Vorbild für das gesamte Team! Zusatzkommentar: Bitte dringend anpassen.","Seine/Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle ihm/ihr die Motivation und das Verständnis für die Aufgaben. Er/Sie sollte dringend an seiner/ihrer Einstellung und den Fähigkeiten arbeiten, um die Teamleistung nicht negativ zu beeinflussen. Kommentar: Es gibt noch viel zu tun. Weiteres: Fehlt es an Eigeninitiative.",Dortmund,,45,1,"121,240","128,588","135,936","135,936","123,701",13,,
731,"1,771",991,"1,551","1,628",88,464,12,29,2,0,"68,822","62,628","60,123","55,914","2,526",,,,,,,,20%,4%,,Internal,13,6,2,19,Bachelor,5,,,,,,,,22%,93%,25%,94%,3,3,3,1,Career Progression,0,0,0,0,0,1,"Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle Ihnen die Motivation und das Verständnis für die Aufgaben. Ich rate Ihnen dringend, an Ihrer Einstellung und Ihren Fähigkeiten zu arbeiten, um Ihren Beitrag zum Team zu verbessern. Andernfalls könnten Konsequenzen folgen. Zusatzkommentar: Gute Ansätze!","Seine/Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine außergewöhnlichen Highlights. In Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen gibt es noch Potenzial zur Weiterentwicklung. Kommentar: Wird von allen geschätzt. Weiteres: Hat Defizite in der Kommunikation.",Jena,,36,2,"81,210","71,575","81,898","57,122","55,409",10,,
732,"1,767","1,378","1,436","1,570",118,341,36,37,1,0,"166,491","156,502","145,547","135,359","5,815",,,,,,,,10%,-1%,,Consultant,8,4,5,20,Bachelor,4,,,,,,,,33%,50%,78%,164%,4,3,1,1,Pension,0,0,0,0,0,0,"Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine Highlights, die herausstechen. Ich ermutige Sie, sich in Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen stärker einzubringen. Eine verbesserte Fähigkeit, Kundenanforderungen proaktiv zu erkennen und überzeugend zu präsentieren, könnte Ihr Profil zusätzlich schärfen. Zusatzkommentar: Bleiben Sie dran!","Seine/Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle ihm/ihr die Motivation und das Verständnis für die Aufgaben. Er/Sie sollte dringend an seiner/ihrer Einstellung und den Fähigkeiten arbeiten, um die Teamleistung nicht negativ zu beeinflussen. Kommentar: Es gibt noch viel zu tun. Weiteres: Hat Defizite in der Kommunikation.",Dortmund,,54,2,"143,183","151,507","161,497","159,832","153,438",10,,
733,"1,882",869,"1,409","1,455",79,304,3,41,2,0,"126,273","121,222","118,798","116,422","1,002",,,,,,,,20%,-1%,,Solution Architect,13,3,2,20,Master,3,,,,,,,,73%,177%,144%,65%,4,1,2,1,Cultural Fit,0,0,0,0,0,0,"Sie übertreffen unsere Erwartungen regelmäßig und liefern konstant herausragende Ergebnisse. Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Es gibt nichts, was ich hier anmerken könnte. Bitte behalten Sie diesen außergewöhnlichen Einsatz bei – Sie sind ein Vorbild für das gesamte Team! Zusatzkommentar: Gute Ansätze!","Seine/Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle ihm/ihr die Motivation und das Verständnis für die Aufgaben. Er/Sie sollte dringend an seiner/ihrer Einstellung und den Fähigkeiten arbeiten, um die Teamleistung nicht negativ zu beeinflussen. Kommentar: Ein Teamplayer. Weiteres: Zeigt gute Präsenz in Meetings.",Dortmund,,48,1,"146,477","135,112","125,011","155,316","111,828",11,,
734,"1,852","1,858","1,855","1,854",92,343,24,34,0,0,"81,614","75,901","66,793","60,781","3,110",,,,,,,,10%,1%,,Solution Advisor,8,7,4,20,Hauptschulabschluss,4,,,,,,,,130%,86%,123%,79%,4,1,1,1,Pension,0,0,1,0,0,0,"Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine Highlights, die herausstechen. Ich ermutige Sie, sich in Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen stärker einzubringen. Eine verbesserte Fähigkeit, Kundenanforderungen proaktiv zu erkennen und überzeugend zu präsentieren, könnte Ihr Profil zusätzlich schärfen. Zusatzkommentar: Bleiben Sie dran!","Seine/Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle ihm/ihr die Motivation und das Verständnis für die Aufgaben. Er/Sie sollte dringend an seiner/ihrer Einstellung und den Fähigkeiten arbeiten, um die Teamleistung nicht negativ zu beeinflussen. Kommentar: Ein Teamplayer. Weiteres: Zeigt gute Präsenz in Meetings.",Berlin,,42,1,"78,349","80,798","97,120","67,739","58,933",18,,
735,"1,840","1,323","1,520","1,552",99,345,39,28,0,0,"44,459","37,790","34,767","32,681","5,190",,,,,,,,30%,4%,,Consultant,1,4,3,2,Mittlere Reife,3,,,,,,,,39%,69%,101%,140%,3,2,1,1,Relationship to team/manager,0,0,0,0,0,0,"Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle Ihnen die Motivation und das Verständnis für die Aufgaben. Ich rate Ihnen dringend, an Ihrer Einstellung und Ihren Fähigkeiten zu arbeiten, um Ihren Beitrag zum Team zu verbessern. Andernfalls könnten Konsequenzen folgen. Zusatzkommentar: Exzellent!","Er/Sie übertrifft regelmäßig die Erwartungen und liefert konstant herausragende Ergebnisse. Seine/Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Er/Sie ist ein Vorbild für das gesamte Team und sollte diesen Einsatz unbedingt beibehalten. Kommentar: Es gibt noch viel zu tun. Weiteres: Hat Defizite in der Kommunikation.",Bautzen,,33,1,"45,792","44,014","44,014","56,907","70,565",5,,
736,"1,743","1,474","1,613","1,674",64,190,0,29,1,0,"67,390","64,694","64,047","58,923","7,058",,,,,,,,0%,0%,,Solution Architect,3,4,6,3,Doktor,2,,,,,,,,139%,97%,104%,92%,4,3,2,1,Career Progression,0,0,0,0,0,0,"Sie leisten solide Arbeit und tragen wesentlich zum Erfolg des Teams bei. Ihre Stärken in der Konfiguration von SAP-Modulen und Ihrer Fähigkeit, sich schnell in technische Herausforderungen einzuarbeiten, sind besonders hervorzuheben. Ein leichtes Ausbaupotenzial sehe ich in der Vertiefung Ihrer Kenntnisse im Bereich ABAP-Entwicklung sowie in Ihrer Kommunikationsfähigkeit bei komplexen Projekten. Insgesamt bin ich mit Ihrer Leistung sehr zufrieden. Weiter so! Zusatzkommentar: Gute Ansätze!","Er/Sie übertrifft regelmäßig die Erwartungen und liefert konstant herausragende Ergebnisse. Seine/Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Er/Sie ist ein Vorbild für das gesamte Team und sollte diesen Einsatz unbedingt beibehalten. Kommentar: Wird von allen geschätzt. Weiteres: Zeigt gute Präsenz in Meetings.",Hamburg,,45,2,"70,759","72,107","80,868","64,694","80,221",7,,
737,"1,874","1,786","1,859","1,870",92,357,0,34,0,0,"52,587","51,535","47,928","46,490","5,078",,,,,,,,20%,5%,,Internal,2,5,7,6,Mittlere Reife,4,,,,,,,,58%,124%,59%,28%,4,3,1,1,Relationship to team/manager,0,0,1,0,0,0,"Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle Ihnen die Motivation und das Verständnis für die Aufgaben. Ich rate Ihnen dringend, an Ihrer Einstellung und Ihren Fähigkeiten zu arbeiten, um Ihren Beitrag zum Team zu verbessern. Andernfalls könnten Konsequenzen folgen. Zusatzkommentar: Gute Ansätze!","Er/Sie übertrifft regelmäßig die Erwartungen und liefert konstant herausragende Ergebnisse. Seine/Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Er/Sie ist ein Vorbild für das gesamte Team und sollte diesen Einsatz unbedingt beibehalten. Kommentar: Sollte dringend an sich arbeiten. Weiteres: Fehlt es an Eigeninitiative.",Göttingen,,45,0,"47,328","49,958","62,053","45,751","54,901",15,,
738,"1,859",927,"1,507","1,535",95,437,17,28,0,0,"58,726","56,964","52,976","47,679","3,642",,,,,,,,10%,1%,,Internal,10,4,3,16,Abitur,3,,,,,,,,124%,101%,100%,33%,4,1,2,1,Personal Reason,0,0,0,0,0,0,"Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle Ihnen die Motivation und das Verständnis für die Aufgaben. Ich rate Ihnen dringend, an Ihrer Einstellung und Ihren Fähigkeiten zu arbeiten, um Ihren Beitrag zum Team zu verbessern. Andernfalls könnten Konsequenzen folgen. Zusatzkommentar: Exzellent!","Seine/Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle ihm/ihr die Motivation und das Verständnis für die Aufgaben. Er/Sie sollte dringend an seiner/ihrer Einstellung und den Fähigkeiten arbeiten, um die Teamleistung nicht negativ zu beeinflussen. Kommentar: Sollte dringend an sich arbeiten. Weiteres: Fehlt es an Eigeninitiative.",Göttingen,,25,2,"61,075","55,202","70,471","49,917","38,935",8,,
739,933,"1,720","1,420","1,616",85,380,40,32,1,0,"71,043","63,228","54,376","46,220","4,524",,,,,,,,0%,0%,,Consultant,4,6,5,4,Bachelor,4,,,,,,,,137%,81%,119%,105%,4,1,2,1,Cultural Fit,1,0,0,0,0,0,"Sie leisten solide Arbeit und tragen wesentlich zum Erfolg des Teams bei. Ihre Stärken in der Konfiguration von SAP-Modulen und Ihrer Fähigkeit, sich schnell in technische Herausforderungen einzuarbeiten, sind besonders hervorzuheben. Ein leichtes Ausbaupotenzial sehe ich in der Vertiefung Ihrer Kenntnisse im Bereich ABAP-Entwicklung sowie in Ihrer Kommunikationsfähigkeit bei komplexen Projekten. Insgesamt bin ich mit Ihrer Leistung sehr zufrieden. Weiter so! Zusatzkommentar: Exzellent!","Er/Sie übertrifft regelmäßig die Erwartungen und liefert konstant herausragende Ergebnisse. Seine/Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Er/Sie ist ein Vorbild für das gesamte Team und sollte diesen Einsatz unbedingt beibehalten. Kommentar: Ein Teamplayer. Weiteres: Kann Verantwortung übernehmen.",Göttingen,,44,2,"77,437","65,359","70,332","85,251","104,007",4,,
