0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
950,"1,872","1,230","1,458","1,807",91,313,2,37,2,0,"183,617","103,218","93,980","69,187","6,402",,,,,,,,30%,6%,,Consultant,14,3,0,8,Bachelor,4,,,,,,,,106%,78%,91%,123%,2,3,2,3,Salary/Benfit,1,0,0,0,1,0,"Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle Ihnen die Motivation und das Verständnis für die Aufgaben. Ich rate Ihnen dringend, an Ihrer Einstellung und Ihren Fähigkeiten zu arbeiten, um Ihren Beitrag zum Team zu verbessern. Andernfalls könnten Konsequenzen folgen. Zusatzkommentar: Bitte dringend anpassen.","Er/Sie übertrifft regelmäßig die Erwartungen und liefert konstant herausragende Ergebnisse. Seine/Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Er/Sie ist ein Vorbild für das gesamte Team und sollte diesen Einsatz unbedingt beibehalten. Kommentar: Ein Teamplayer. Weiteres: Hat Defizite in der Kommunikation.",Jena,,44,1,"96,265","67,543","108,521","64,790","79,185",9,,
951,"1,890","1,795","1,889","1,889",96,293,37,31,0,0,"127,991","103,587","78,282","73,469","4,351",,,,,,,,20%,4%,,Team Lead,5,3,4,15,Hauptschulabschluss,3,,,,,,,,39%,75%,94%,126%,4,3,3,3,Relationship to team/manager,0,0,0,0,0,0,"Sie übertreffen unsere Erwartungen regelmäßig und liefern konstant herausragende Ergebnisse. Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Es gibt nichts, was ich hier anmerken könnte. Bitte behalten Sie diesen außergewöhnlichen Einsatz bei – Sie sind ein Vorbild für das gesamte Team! Zusatzkommentar: Exzellent!",Er/Sie leistet solide Arbeit und trägt wesentlich zum Erfolg des Teams bei. Besonders hervorzuheben sind seine/ihre Stärken in der Konfiguration von SAP-Modulen und sein/ihr schnelles Verständnis für technische Herausforderungen. Ein leichtes Ausbaupotenzial besteht in der Kommunikation bei komplexen Projekten. Kommentar: Es gibt noch viel zu tun. Weiteres: Hat Defizite in der Kommunikation.,Dortmund,,26,2,"57,547","86,849","68,073","69,219","74,230",9,,
952,"1,846","1,387","1,428","1,844",101,297,23,33,0,0,"146,769","131,602","117,542","77,473","2,403",,,,,,,,20%,3%,,Developer,18,3,2,11,Mittlere Reife,4,,,,,,,,137%,120%,92%,90%,3,3,3,2,Salary/Benfit,1,0,0,0,0,0,"Sie leisten solide Arbeit und tragen wesentlich zum Erfolg des Teams bei. Ihre Stärken in der Konfiguration von SAP-Modulen und Ihrer Fähigkeit, sich schnell in technische Herausforderungen einzuarbeiten, sind besonders hervorzuheben. Ein leichtes Ausbaupotenzial sehe ich in der Vertiefung Ihrer Kenntnisse im Bereich ABAP-Entwicklung sowie in Ihrer Kommunikationsfähigkeit bei komplexen Projekten. Insgesamt bin ich mit Ihrer Leistung sehr zufrieden. Weiter so! Zusatzkommentar: Gute Ansätze!",Er/Sie leistet solide Arbeit und trägt wesentlich zum Erfolg des Teams bei. Besonders hervorzuheben sind seine/ihre Stärken in der Konfiguration von SAP-Modulen und sein/ihr schnelles Verständnis für technische Herausforderungen. Ein leichtes Ausbaupotenzial besteht in der Kommunikation bei komplexen Projekten. Kommentar: Ein Teamplayer. Weiteres: Hat Defizite in der Kommunikation.,Hamburg,,25,2,"77,875","104,321","95,110","85,041","58,017",10,,
953,"1,885","1,514","1,774","1,819",87,352,22,33,0,0,"113,608","110,861","55,465","40,000","2,487",,,,,,,,20%,0%,,Consultant,12,4,0,21,Master,2,,,,,,,,148%,51%,126%,108%,4,1,1,2,Salary/Benfit,0,0,0,0,0,0,"Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine Highlights, die herausstechen. Ich ermutige Sie, sich in Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen stärker einzubringen. Eine verbesserte Fähigkeit, Kundenanforderungen proaktiv zu erkennen und überzeugend zu präsentieren, könnte Ihr Profil zusätzlich schärfen. Zusatzkommentar: Bitte dringend anpassen.","Er/Sie übertrifft regelmäßig die Erwartungen und liefert konstant herausragende Ergebnisse. Seine/Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Er/Sie ist ein Vorbild für das gesamte Team und sollte diesen Einsatz unbedingt beibehalten. Kommentar: Ein Teamplayer. Weiteres: Kann Verantwortung übernehmen.",Bielefeld,,46,1,"75,409","23,828","83,236","50,754","52,752",10,,
954,"1,852","1,509","1,832","1,835",97,332,47,25,1,0,"151,506","92,887","82,636","75,100","5,068",,,,,,,,20%,-2%,,Internal,10,4,7,4,Master,3,,,,,,,,78%,116%,117%,99%,5,3,3,3,Cultural Fit,0,0,0,0,0,0,"Sie übertreffen unsere Erwartungen regelmäßig und liefern konstant herausragende Ergebnisse. Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Es gibt nichts, was ich hier anmerken könnte. Bitte behalten Sie diesen außergewöhnlichen Einsatz bei – Sie sind ein Vorbild für das gesamte Team! Zusatzkommentar: Gute Ansätze!","Seine/Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle ihm/ihr die Motivation und das Verständnis für die Aufgaben. Er/Sie sollte dringend an seiner/ihrer Einstellung und den Fähigkeiten arbeiten, um die Teamleistung nicht negativ zu beeinflussen. Kommentar: Ein Teamplayer. Weiteres: Fehlt es an Eigeninitiative.",Bielefeld,,46,2,"67,097","72,624","110,490","65,730","83,750",10,,
955,"1,883","1,141","1,254","1,753",81,337,17,39,0,0,"104,275","100,850","51,631","40,000","1,753",,,,,,,,10%,0%,,Consultant,16,2,3,19,Abitur,2,,,,,,,,44%,139%,130%,91%,4,1,2,2,Cultural Fit,0,0,0,0,0,0,"Sie übertreffen unsere Erwartungen regelmäßig und liefern konstant herausragende Ergebnisse. Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Es gibt nichts, was ich hier anmerken könnte. Bitte behalten Sie diesen außergewöhnlichen Einsatz bei – Sie sind ein Vorbild für das gesamte Team! Zusatzkommentar: Gute Ansätze!","Seine/Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine außergewöhnlichen Highlights. In Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen gibt es noch Potenzial zur Weiterentwicklung. Kommentar: Ein Teamplayer. Weiteres: Fehlt es an Eigeninitiative.",Bautzen,,37,2,"73,925","84,306","48,870","57,475",0,11,,
956,"1,837",809,893,"1,175",60,304,28,33,2,0,"95,038","87,846","68,101","40,000","4,295",,,,,,,,20%,0%,,Consultant,7,4,5,5,Hauptschulabschluss,2,,,,,,,,123%,104%,147%,75%,5,1,3,1,Personal Reason,0,0,1,0,0,0,"Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine Highlights, die herausstechen. Ich ermutige Sie, sich in Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen stärker einzubringen. Eine verbesserte Fähigkeit, Kundenanforderungen proaktiv zu erkennen und überzeugend zu präsentieren, könnte Ihr Profil zusätzlich schärfen. Zusatzkommentar: Exzellent!","Seine/Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine außergewöhnlichen Highlights. In Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen gibt es noch Potenzial zur Weiterentwicklung. Kommentar: Ein Teamplayer. Weiteres: Fehlt es an Eigeninitiative.",Bielefeld,,32,0,"73,527","60,745","137,315","73,218","35,090",10,,
957,935,"1,460","1,247","1,437",58,384,10,24,2,0,"124,271","107,067","99,449","70,797",58,,,,,,,,10%,1%,,Solution Advisor,14,2,4,12,Hauptschulabschluss,5,,,,,,,,88%,151%,69%,101%,2,1,2,3,Personal Reason,0,0,0,0,1,0,"Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle Ihnen die Motivation und das Verständnis für die Aufgaben. Ich rate Ihnen dringend, an Ihrer Einstellung und Ihren Fähigkeiten zu arbeiten, um Ihren Beitrag zum Team zu verbessern. Andernfalls könnten Konsequenzen folgen. Zusatzkommentar: Exzellent!","Er/Sie übertrifft regelmäßig die Erwartungen und liefert konstant herausragende Ergebnisse. Seine/Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Er/Sie ist ein Vorbild für das gesamte Team und sollte diesen Einsatz unbedingt beibehalten. Kommentar: Sollte dringend an sich arbeiten. Weiteres: Fehlt es an Eigeninitiative.",Hamburg,,44,2,"82,657","40,130","148,541","50,478","52,038",9,,
958,"1,782","2,099","1,797","2,010",99,332,57,28,1,0,"170,989","130,394","82,373","64,948","3,671",,,,,,,,10%,-2%,,Internal,20,2,7,10,Bachelor,2,,,,,,,,94%,67%,101%,145%,5,1,2,1,Cultural Fit,1,0,0,0,0,1,"Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine Highlights, die herausstechen. Ich ermutige Sie, sich in Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen stärker einzubringen. Eine verbesserte Fähigkeit, Kundenanforderungen proaktiv zu erkennen und überzeugend zu präsentieren, könnte Ihr Profil zusätzlich schärfen. Zusatzkommentar: Bitte dringend anpassen.","Seine/Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle ihm/ihr die Motivation und das Verständnis für die Aufgaben. Er/Sie sollte dringend an seiner/ihrer Einstellung und den Fähigkeiten arbeiten, um die Teamleistung nicht negativ zu beeinflussen. Kommentar: Wird von allen geschätzt. Weiteres: Hat Defizite in der Kommunikation.",Dortmund,,45,1,"61,391","40,938","70,476","33,302","57,992",10,,
959,"1,826","1,773","1,804","1,809",98,364,23,28,0,0,"129,484","82,544","65,412","56,326","2,118",,,,,,,,10%,1%,,Internal,19,4,6,21,Doktor,1,,,,,,,,132%,117%,119%,87%,4,3,3,1,Personal Reason,0,1,0,0,0,0,"Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine Highlights, die herausstechen. Ich ermutige Sie, sich in Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen stärker einzubringen. Eine verbesserte Fähigkeit, Kundenanforderungen proaktiv zu erkennen und überzeugend zu präsentieren, könnte Ihr Profil zusätzlich schärfen. Zusatzkommentar: Bleiben Sie dran!","Seine/Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle ihm/ihr die Motivation und das Verständnis für die Aufgaben. Er/Sie sollte dringend an seiner/ihrer Einstellung und den Fähigkeiten arbeiten, um die Teamleistung nicht negativ zu beeinflussen. Kommentar: Wird von allen geschätzt. Weiteres: Fehlt es an Eigeninitiative.",Bielefeld,,49,1,"88,147","77,472","63,660","77,311","47,102",14,,
960,890,"1,098",996,"1,011",92,420,6,29,0,0,"137,570","103,824","63,342","53,420","4,592",,,,,,,,20%,0%,,Project Lead,10,6,2,12,Mittlere Reife,2,,,,,,,,81%,85%,161%,22%,2,3,2,2,Personal Reason,0,0,0,0,0,0,"Sie übertreffen unsere Erwartungen regelmäßig und liefern konstant herausragende Ergebnisse. Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Es gibt nichts, was ich hier anmerken könnte. Bitte behalten Sie diesen außergewöhnlichen Einsatz bei – Sie sind ein Vorbild für das gesamte Team! Zusatzkommentar: Gute Ansätze!","Er/Sie übertrifft regelmäßig die Erwartungen und liefert konstant herausragende Ergebnisse. Seine/Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Er/Sie ist ein Vorbild für das gesamte Team und sollte diesen Einsatz unbedingt beibehalten. Kommentar: Wird von allen geschätzt. Weiteres: Hat Defizite in der Kommunikation.",Chemnitz,,46,2,"87,603","83,874","60,941","33,797","56,924",11,,
961,"1,759","1,139","1,640","1,697",122,339,8,34,2,0,"116,074","99,044","60,370","40,000","3,728",,,,,,,,20%,1%,,Developer,10,5,6,9,Doktor,4,,,,,,,,86%,143%,55%,59%,3,1,2,1,Pension,0,1,1,0,0,0,"Sie leisten solide Arbeit und tragen wesentlich zum Erfolg des Teams bei. Ihre Stärken in der Konfiguration von SAP-Modulen und Ihrer Fähigkeit, sich schnell in technische Herausforderungen einzuarbeiten, sind besonders hervorzuheben. Ein leichtes Ausbaupotenzial sehe ich in der Vertiefung Ihrer Kenntnisse im Bereich ABAP-Entwicklung sowie in Ihrer Kommunikationsfähigkeit bei komplexen Projekten. Insgesamt bin ich mit Ihrer Leistung sehr zufrieden. Weiter so! Zusatzkommentar: Bleiben Sie dran!",Er/Sie leistet solide Arbeit und trägt wesentlich zum Erfolg des Teams bei. Besonders hervorzuheben sind seine/ihre Stärken in der Konfiguration von SAP-Modulen und sein/ihr schnelles Verständnis für technische Herausforderungen. Ein leichtes Ausbaupotenzial besteht in der Kommunikation bei komplexen Projekten. Kommentar: Ein Teamplayer. Weiteres: Kann Verantwortung übernehmen.,Dortmund,,47,2,"73,570","91,944","80,555","30,561","91,284",9,,
962,"1,814","1,663","1,692","1,757",77,280,10,34,0,0,"104,056","96,618","96,188","55,712","4,318",,,,,,,,40%,-5%,,Consultant,8,5,1,21,Mittlere Reife,3,,,,,,,,38%,0%,84%,86%,5,1,3,3,Relationship to team/manager,0,1,0,0,0,0,"Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine Highlights, die herausstechen. Ich ermutige Sie, sich in Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen stärker einzubringen. Eine verbesserte Fähigkeit, Kundenanforderungen proaktiv zu erkennen und überzeugend zu präsentieren, könnte Ihr Profil zusätzlich schärfen. Zusatzkommentar: Exzellent!","Seine/Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle ihm/ihr die Motivation und das Verständnis für die Aufgaben. Er/Sie sollte dringend an seiner/ihrer Einstellung und den Fähigkeiten arbeiten, um die Teamleistung nicht negativ zu beeinflussen. Kommentar: Wird von allen geschätzt. Weiteres: Zeigt gute Präsenz in Meetings.",Göttingen,,31,1,"93,719","84,543","69,138","71,816","81,155",9,,
963,"1,878","1,178","1,546","1,805",99,331,22,48,0,0,"102,338","75,093","62,907","40,000",306,,,,,,,,20%,-1%,,Solution Advisor,1,4,4,6,Master,3,,,,,,,,94%,39%,46%,89%,1,1,1,2,Career Progression,0,0,0,0,0,0,"Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle Ihnen die Motivation und das Verständnis für die Aufgaben. Ich rate Ihnen dringend, an Ihrer Einstellung und Ihren Fähigkeiten zu arbeiten, um Ihren Beitrag zum Team zu verbessern. Andernfalls könnten Konsequenzen folgen. Zusatzkommentar: Bitte dringend anpassen.",Er/Sie leistet solide Arbeit und trägt wesentlich zum Erfolg des Teams bei. Besonders hervorzuheben sind seine/ihre Stärken in der Konfiguration von SAP-Modulen und sein/ihr schnelles Verständnis für technische Herausforderungen. Ein leichtes Ausbaupotenzial besteht in der Kommunikation bei komplexen Projekten. Kommentar: Wird von allen geschätzt. Weiteres: Fehlt es an Eigeninitiative.,Jena,,64,1,"122,177","59,857","141,480","47,846","68,157",15,,
964,"1,716","1,827","1,788","1,750",91,310,0,35,1,0,"165,666","123,544","72,645","56,269","3,380",,,,,,,,30%,-4%,,Developer,6,3,2,19,Master,4,,,,,,,,56%,94%,82%,120%,3,2,1,3,Personal Reason,1,0,0,0,1,0,"Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle Ihnen die Motivation und das Verständnis für die Aufgaben. Ich rate Ihnen dringend, an Ihrer Einstellung und Ihren Fähigkeiten zu arbeiten, um Ihren Beitrag zum Team zu verbessern. Andernfalls könnten Konsequenzen folgen. Zusatzkommentar: Bitte dringend anpassen.","Seine/Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine außergewöhnlichen Highlights. In Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen gibt es noch Potenzial zur Weiterentwicklung. Kommentar: Es gibt noch viel zu tun. Weiteres: Fehlt es an Eigeninitiative.",Göttingen,,46,1,"92,484","53,076","69,551","53,553","113,749",10,,
965,"1,848","2,075","1,933","2,042",86,397,20,28,1,0,"115,862","105,539","100,136","81,620","4,650",,,,,,,,0%,0%,,Team Lead,2,5,1,6,Doktor,2,,,,,,,,145%,73%,111%,95%,4,2,1,1,Cultural Fit,0,0,0,0,0,0,"Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine Highlights, die herausstechen. Ich ermutige Sie, sich in Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen stärker einzubringen. Eine verbesserte Fähigkeit, Kundenanforderungen proaktiv zu erkennen und überzeugend zu präsentieren, könnte Ihr Profil zusätzlich schärfen. Zusatzkommentar: Gute Ansätze!",Er/Sie leistet solide Arbeit und trägt wesentlich zum Erfolg des Teams bei. Besonders hervorzuheben sind seine/ihre Stärken in der Konfiguration von SAP-Modulen und sein/ihr schnelles Verständnis für technische Herausforderungen. Ein leichtes Ausbaupotenzial besteht in der Kommunikation bei komplexen Projekten. Kommentar: Ein Teamplayer. Weiteres: Hat Defizite in der Kommunikation.,Hamburg,,50,2,"95,455","48,529","27,332","25,097",81,9,,
966,"1,840","1,699","1,714","1,824",59,266,0,29,0,0,"105,040","92,298","69,124","65,476","2,132",,,,,,,,10%,0%,,Solution Advisor,7,7,8,12,Bachelor,3,,,,,,,,79%,134%,64%,91%,1,3,3,1,Salary/Benfit,0,1,0,0,0,0,"Sie leisten solide Arbeit und tragen wesentlich zum Erfolg des Teams bei. Ihre Stärken in der Konfiguration von SAP-Modulen und Ihrer Fähigkeit, sich schnell in technische Herausforderungen einzuarbeiten, sind besonders hervorzuheben. Ein leichtes Ausbaupotenzial sehe ich in der Vertiefung Ihrer Kenntnisse im Bereich ABAP-Entwicklung sowie in Ihrer Kommunikationsfähigkeit bei komplexen Projekten. Insgesamt bin ich mit Ihrer Leistung sehr zufrieden. Weiter so! Zusatzkommentar: Noch viel Luft nach oben.","Er/Sie übertrifft regelmäßig die Erwartungen und liefert konstant herausragende Ergebnisse. Seine/Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Er/Sie ist ein Vorbild für das gesamte Team und sollte diesen Einsatz unbedingt beibehalten. Kommentar: Wird von allen geschätzt. Weiteres: Fehlt es an Eigeninitiative.",Jena,,37,1,"74,310","52,151","84,970","62,389","52,301",10,,
967,"1,884","1,464","1,626","1,640",96,329,0,29,1,0,"102,428","101,275","95,326","70,433","4,362",,,,,,,,30%,-4%,,Developer,1,5,0,11,Hauptschulabschluss,5,,,,,,,,0%,99%,139%,105%,4,1,3,2,Personal Reason,0,0,1,0,0,0,"Sie leisten solide Arbeit und tragen wesentlich zum Erfolg des Teams bei. Ihre Stärken in der Konfiguration von SAP-Modulen und Ihrer Fähigkeit, sich schnell in technische Herausforderungen einzuarbeiten, sind besonders hervorzuheben. Ein leichtes Ausbaupotenzial sehe ich in der Vertiefung Ihrer Kenntnisse im Bereich ABAP-Entwicklung sowie in Ihrer Kommunikationsfähigkeit bei komplexen Projekten. Insgesamt bin ich mit Ihrer Leistung sehr zufrieden. Weiter so! Zusatzkommentar: Gute Ansätze!","Seine/Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle ihm/ihr die Motivation und das Verständnis für die Aufgaben. Er/Sie sollte dringend an seiner/ihrer Einstellung und den Fähigkeiten arbeiten, um die Teamleistung nicht negativ zu beeinflussen. Kommentar: Wird von allen geschätzt. Weiteres: Fehlt es an Eigeninitiative.",Hamburg,,34,1,"85,358","38,759","46,177","50,013","42,274",3,,
968,"1,878","1,268","1,819","1,820",118,345,7,23,1,0,"136,756","123,185","72,446","72,208","3,188",,,,,,,,20%,-5%,,Team Lead,0,4,5,13,Hauptschulabschluss,4,,,,,,,,13%,102%,98%,108%,3,3,1,3,Career Progression,0,0,1,0,1,1,"Sie übertreffen unsere Erwartungen regelmäßig und liefern konstant herausragende Ergebnisse. Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Es gibt nichts, was ich hier anmerken könnte. Bitte behalten Sie diesen außergewöhnlichen Einsatz bei – Sie sind ein Vorbild für das gesamte Team! Zusatzkommentar: Exzellent!","Seine/Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle ihm/ihr die Motivation und das Verständnis für die Aufgaben. Er/Sie sollte dringend an seiner/ihrer Einstellung und den Fähigkeiten arbeiten, um die Teamleistung nicht negativ zu beeinflussen. Kommentar: Es gibt noch viel zu tun. Weiteres: Zeigt gute Präsenz in Meetings.",Dortmund,,53,2,"55,397","73,278","118,445","50,083","107,016",10,,
969,"1,847","1,403","1,817","1,829",84,378,0,22,1,0,"132,195","100,498","71,792","45,728","7,427",,,,,,,,10%,1%,,Team Lead,9,4,1,5,Master,5,,,,,,,,106%,65%,90%,94%,2,1,1,1,Cultural Fit,0,0,0,0,0,0,"Sie leisten solide Arbeit und tragen wesentlich zum Erfolg des Teams bei. Ihre Stärken in der Konfiguration von SAP-Modulen und Ihrer Fähigkeit, sich schnell in technische Herausforderungen einzuarbeiten, sind besonders hervorzuheben. Ein leichtes Ausbaupotenzial sehe ich in der Vertiefung Ihrer Kenntnisse im Bereich ABAP-Entwicklung sowie in Ihrer Kommunikationsfähigkeit bei komplexen Projekten. Insgesamt bin ich mit Ihrer Leistung sehr zufrieden. Weiter so! Zusatzkommentar: Gute Ansätze!",Er/Sie leistet solide Arbeit und trägt wesentlich zum Erfolg des Teams bei. Besonders hervorzuheben sind seine/ihre Stärken in der Konfiguration von SAP-Modulen und sein/ihr schnelles Verständnis für technische Herausforderungen. Ein leichtes Ausbaupotenzial besteht in der Kommunikation bei komplexen Projekten. Kommentar: Wird von allen geschätzt. Weiteres: Kann Verantwortung übernehmen.,Bautzen,,40,0,"83,607","56,775","89,473","69,089","81,768",14,,
970,"1,804","1,337","1,607","1,698",56,382,30,42,0,0,"94,456","91,037","71,092","63,491","1,406",,,,,,,,20%,-3%,,Project Lead,11,4,8,14,Bachelor,2,,,,,,,,72%,46%,31%,93%,3,2,2,2,Salary/Benfit,0,1,0,1,1,0,"Sie übertreffen unsere Erwartungen regelmäßig und liefern konstant herausragende Ergebnisse. Ihre Arbeitsmoral, Expertise und Teamfähigkeit sind beeindruckend. Es gibt nichts, was ich hier anmerken könnte. Bitte behalten Sie diesen außergewöhnlichen Einsatz bei – Sie sind ein Vorbild für das gesamte Team! Zusatzkommentar: Gute Ansätze!","Seine/Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine außergewöhnlichen Highlights. In Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen gibt es noch Potenzial zur Weiterentwicklung. Kommentar: Wird von allen geschätzt. Weiteres: Fehlt es an Eigeninitiative.",Bielefeld,,35,1,"84,088","77,355","26,122","73,040","102,104",11,,
971,"1,747",963,977,"1,447",91,400,0,36,2,0,"142,112","137,571","90,063","63,649","3,700",,,,,,,,20%,5%,,Sales,3,5,7,7,Master,4,,,,,,,,117%,45%,144%,67%,3,1,3,1,Personal Reason,0,0,1,0,0,0,"Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle Ihnen die Motivation und das Verständnis für die Aufgaben. Ich rate Ihnen dringend, an Ihrer Einstellung und Ihren Fähigkeiten zu arbeiten, um Ihren Beitrag zum Team zu verbessern. Andernfalls könnten Konsequenzen folgen. Zusatzkommentar: Exzellent!","Seine/Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine außergewöhnlichen Highlights. In Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen gibt es noch Potenzial zur Weiterentwicklung. Kommentar: Gute Ansätze sichtbar. Weiteres: Hat Defizite in der Kommunikation.",Bielefeld,,32,1,"79,051","22,067","57,144","37,678","71,206",14,,
972,899,"2,046","1,924","1,804",88,269,10,20,2,0,"92,332","85,021","70,371","40,000","4,368",,,,,,,,30%,1%,,Internal,10,3,6,0,Abitur,3,,,,,,,,74%,153%,21%,136%,4,2,2,3,Personal Reason,0,1,0,0,0,0,"Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine Highlights, die herausstechen. Ich ermutige Sie, sich in Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen stärker einzubringen. Eine verbesserte Fähigkeit, Kundenanforderungen proaktiv zu erkennen und überzeugend zu präsentieren, könnte Ihr Profil zusätzlich schärfen. Zusatzkommentar: Exzellent!","Seine/Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine außergewöhnlichen Highlights. In Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen gibt es noch Potenzial zur Weiterentwicklung. Kommentar: Sollte dringend an sich arbeiten. Weiteres: Zeigt gute Präsenz in Meetings.",Bautzen,,37,2,"87,473","58,561","97,116","59,466","16,004",11,,
973,"1,848","1,253","1,734","1,765",29,338,33,26,1,0,"127,655","121,494","89,170","53,641","3,309",,,,,,,,10%,-1%,,Internal,11,3,4,22,Master,3,,,,,,,,85%,68%,90%,62%,4,1,2,3,Personal Reason,0,0,0,0,0,0,"Ihre Leistung liegt deutlich unter dem gewünschten Niveau. Es scheint, als fehle Ihnen die Motivation und das Verständnis für die Aufgaben. Ich rate Ihnen dringend, an Ihrer Einstellung und Ihren Fähigkeiten zu arbeiten, um Ihren Beitrag zum Team zu verbessern. Andernfalls könnten Konsequenzen folgen. Zusatzkommentar: Exzellent!","Seine/Ihre Arbeit ist zuverlässig und entspricht den Erwartungen. Es gibt keine größeren Probleme, aber auch keine außergewöhnlichen Highlights. In Bereichen wie der Optimierung von Geschäftsprozessen durch SAP-Lösungen und der Zusammenarbeit mit Fachabteilungen gibt es noch Potenzial zur Weiterentwicklung. Kommentar: Gute Ansätze sichtbar. Weiteres: Fehlt es an Eigeninitiative.",Chemnitz,,41,2,"60,617","57,164","61,597","50,631","45,637",8,,
